"id","text","sentiment","length","word_count","has_question","has_exclamation","contains_positive_words","contains_negative_words","date"
43,"Lorem ipsum dolor sit amet, tincidunt potenti vitae duis, per eleifend ac, euismod elit. Aenean lacus non ac fames vel et amet tincidunt phasellus. Elementum velit maximus hendrerit consectetur augue. Mattis pellentesque at, vestibulum et sit ac risus nam vel. Aliquam risus nullam ultrices etiam sed. Eget ipsum euismod porttitor quis, sem scelerisque ac. Arcu ultrices vel sem venenatis praesent ornare tristique sit sit. Arcu quisque, habitasse ligula mauris. Iaculis mi nostra litora ante eu facilisis dictumst, in. Eget sed pellentesque sed dolor faucibus vivamus sed platea. Sed eleifend curae scelerisque auctor ut lobortis.","positive",631,94,FALSE,FALSE,FALSE,FALSE,2020-03-18
44,"Lorem ipsum dolor sit amet, ut tincidunt non nam blandit torquent ex elementum mauris posuere luctus phasellus. A suscipit blandit accumsan tempus erat nisl ex amet. Pulvinar, aliquam, vel commodo tellus tincidunt etiam, sapien quis non augue ipsum est. Sem class a. Vel ligula faucibus eu erat, rhoncus. Quis curae cubilia donec elementum accumsan vivamus, primis imperdiet ligula. Rutrum ligula adipiscing feugiat, tortor amet euismod enim class id. Conubia nec platea nullam nisi purus tortor cubilia, interdum. Sed vivamus feugiat vehicula at porttitor nisl dapibus eu, proin nam in himenaeos. Aptent eleifend amet amet tellus cum mus mi volutpat odio eget dolor turpis. Leo risus libero nec. Non sem fusce quam, feugiat leo urna.","positive",734,114,FALSE,FALSE,FALSE,FALSE,2020-01-26
45,"Lorem ipsum dolor sit amet, tellus purus rutrum sed, nibh semper scelerisque netus. Vitae conubia odio, sem tempor, enim, sem erat et. Placerat mi nunc at vel egestas consequat cras, vel id. Enim, sem facilisis pharetra parturient justo amet. Congue sit dolor nunc suspendisse ridiculus sit porta ligula nullam. Quis vel dapibus et fusce aenean. Aliquam ridiculus sed nunc vel, nulla amet. Dignissim dignissim parturient suspendisse sed senectus, tempor ultrices arcu in scelerisque. Commodo aenean.","neutral",499,75,FALSE,FALSE,FALSE,FALSE,2023-04-17
46,"Lorem ipsum dolor sit amet, malesuada nostra dapibus magna, tortor eros. Egestas volutpat sed tortor eros tincidunt fusce quisque a. Tincidunt, ridiculus id sodales erat eros mauris netus suspendisse ad, lorem nisl. Nisl scelerisque accumsan fringilla sed vel interdum porttitor. Cursus risus, mattis sit curae sociis quis, tempus nec turpis auctor. Facilisis in per, hendrerit posuere non. Fringilla lacinia sed nibh, pharetra sed eros interdum a eu convallis. Euismod ipsum sed mauris est tortor non faucibus semper. Magnis a at rutrum fames. Aliquam elementum faucibus mauris taciti laoreet eget. Mi natoque, dictum vehicula per ad vivamus sed convallis enim non. Ut in condimentum commodo sollicitudin et. Nunc, velit pellentesque condimentum in montes aliquet! Dapibus taciti magna in morbi sed.","neutral",800,119,FALSE,TRUE,FALSE,FALSE,2021-01-30
47,"Lorem ipsum dolor sit amet, id tempus maecenas neque dictum lectus molestie ac viverra. Fermentum parturient inceptos ac vel ultrices luctus cubilia velit. Parturient risus tincidunt proin blandit maximus maecenas, ridiculus. Arcu sapien amet torquent donec aliquam dignissim. Eros adipiscing sapien, nisi nisi et accumsan. Sed suspendisse pharetra fermentum donec, mauris at eros. In laoreet aptent integer id elementum amet! Finibus rutrum ultricies pulvinar porta. Ex leo leo mi erat scelerisque elementum aliquam donec est? Vestibulum quam taciti in non elementum nec nam non. Risus nulla natoque nam enim ante.","positive",615,90,TRUE,TRUE,FALSE,FALSE,2020-03-16
48,"Lorem ipsum dolor sit amet, ridiculus eu duis curae tortor cursus himenaeos. Turpis, aliquam vel risus cursus morbi conubia pharetra sed aliquam penatibus. Orci, vestibulum ipsum. Eu penatibus pharetra ligula ligula venenatis ad neque. Vulputate class, eget rutrum pulvinar quis erat maximus dolor. Purus tempus duis diam dolor non dapibus. Montes lacus vitae convallis sit porttitor ut. Et accumsan augue sit nibh aliquam. Molestie lectus eu ligula sed leo dapibus lectus. Venenatis condimentum phasellus, sociis conubia nec, cursus praesent amet suscipit rutrum sed? Nulla risus molestie imperdiet placerat. Magnis dolor ut, vivamus magna velit sed sagittis. Eleifend sed hendrerit non pharetra suspendisse finibus. Pellentesque amet sed bibendum vel dolor cum varius ac tortor felis accumsan.","neutral",795,115,TRUE,FALSE,FALSE,FALSE,2023-09-20
49,"Lorem ipsum dolor sit amet, lacus, magna leo pellentesque orci posuere ac. Dolor rhoncus, amet ornare vestibulum nibh nibh, tortor eu pellentesque vehicula quisque volutpat. In phasellus leo in. Scelerisque ac montes vestibulum sit fames eu egestas lacus. Fringilla risus commodo condimentum enim lacus vitae nulla himenaeos. Penatibus fermentum sapien sem mattis suspendisse. Rhoncus nunc ipsum penatibus. Magnis consectetur ac cursus amet nec, dignissim. In in, sociis feugiat urna varius vestibulum pulvinar diam pretium tincidunt eget cras eget finibus posuere.","positive",565,80,FALSE,FALSE,FALSE,FALSE,2021-09-14
50,"Lorem ipsum dolor sit amet, turpis orci eget velit, ut dictumst erat ipsum massa. Et eget in lorem, magna lacinia vestibulum massa morbi id? Justo at, urna ullamcorper. In venenatis eros enim velit non ut. Sed amet eu sit vitae suscipit hendrerit iaculis orci facilisis porttitor litora. Metus sapien mauris, etiam duis velit. Vel fusce dictum et amet nunc. Pretium euismod senectus magnis ac dolor, non sapien rutrum, sodales natoque? Lacus, vestibulum tempor nec.","positive",465,74,TRUE,FALSE,FALSE,FALSE,2021-02-03
51,"Lorem ipsum dolor sit amet, posuere finibus semper in tempus donec vel sit tincidunt curae et. Eu ut, at semper non sed sed iaculis urna. Ligula gravida et purus eros cubilia justo. Sed hendrerit odio, habitasse mi parturient habitant cum lectus. Cum nec rutrum, nisi ipsum est, odio. Volutpat, in ut mauris sodales sit nascetur eu velit litora. Bibendum commodo litora, lobortis convallis augue. Vitae vehicula, sed.","neutral",417,67,FALSE,FALSE,FALSE,FALSE,2022-08-20
52,"Lorem ipsum dolor sit amet, in luctus rutrum turpis egestas vestibulum netus mattis. Arcu neque parturient sociis elementum sed justo vivamus. Sagittis massa elit ac id. Varius facilisis tellus sodales. Magna malesuada, arcu egestas per dolor, tristique. Mattis non semper at. Luctus sed at porta condimentum, sapien suspendisse elementum. Fringilla volutpat in quis, a lorem elit convallis et ipsum! Hac luctus vel metus phasellus. Sed in ut curae non ornare bibendum, pellentesque.","negative",483,72,FALSE,TRUE,FALSE,FALSE,2020-04-18
53,"Lorem ipsum dolor sit amet, ex augue ante quis. Ut id justo, in, fermentum conubia et. Ipsum placerat commodo. Finibus inceptos torquent et sapien, eros consequat, sagittis sit in erat dignissim? Non iaculis praesent eu, ut sed scelerisque. In eget neque non dolor, taciti, sed. Tempus montes elementum suspendisse varius ut laoreet eu taciti suscipit, tortor aliquam. Sollicitudin nostra sed nec sodales. Accumsan consequat praesent. Orci at, faucibus, ex aliquam a. Nunc torquent bibendum elit justo maecenas.","neutral",511,77,TRUE,FALSE,FALSE,FALSE,2021-09-29
54,"Lorem ipsum dolor sit amet, vitae ac tristique, ornare ipsum id himenaeos pharetra bibendum etiam. Magna leo et cras platea eu elementum. In duis auctor nibh etiam laoreet vestibulum duis, erat vulputate rutrum orci. Ipsum non eu sed vel efficitur enim eu, in. Bibendum congue vel nam in ultricies sem netus. Consectetur vehicula suscipit sociosqu ultrices. Nibh suspendisse. Fusce mi et ligula. Scelerisque mus magnis justo adipiscing donec nisi odio, mollis nec non vitae. In porta augue et, nisi eu est pretium at fames ac. Ut, venenatis vulputate sagittis fermentum mi sem magnis eros tempor.","positive",596,95,FALSE,FALSE,FALSE,FALSE,2023-06-20
55,"Lorem ipsum dolor sit amet, magna convallis est, at faucibus iaculis parturient ac sed, turpis. Integer inceptos, mauris sed, venenatis velit ipsum ac curabitur. Nibh leo at, nunc porta ac urna nec non egestas cursus! Dolor donec efficitur eu diam suspendisse per et. Ac erat aenean magna euismod ut duis malesuada est arcu. Pellentesque dui ut litora in morbi facilisis in sapien, sed, in in efficitur est. Aliquet lectus sed sit parturient eu per. Lacus, et urna at sed massa convallis maecenas parturient ac ex. Quis, sed platea, justo rutrum nunc inceptos non. At class ante in et nunc. Maecenas sodales dolor, sed dictumst eros sapien eros tempor amet amet. Velit, volutpat laoreet mauris erat non purus lorem tellus. Sit morbi vel suspendisse duis et praesent. Facilisi gravida maecenas neque aliquet libero orci mauris duis nisi vel placerat ac. Nec per. Placerat pellentesque quis tortor consequat proin ut vel.","negative",919,149,FALSE,TRUE,FALSE,FALSE,2020-07-23
56,"Lorem ipsum dolor sit amet, ut sagittis arcu velit. Dapibus pellentesque semper vitae at sit volutpat facilisis. Vulputate dictumst platea in primis molestie sed lacus dui sapien orci. Faucibus posuere lacus vitae, dolor placerat, habitasse vitae porttitor lorem cras porta! Sit nunc amet, libero donec primis natoque aliquam. Accumsan ac aenean ornare ipsum mauris est velit orci duis in. Accumsan cursus dignissim ut eget vehicula sapien orci eget sed mi, class sociis. Lacus risus, facilisis sem viverra duis. Habitant ac condimentum convallis lectus risus ac, vitae mattis, malesuada. Tellus, enim praesent. Purus ante, lacus purus netus, donec, id. Nibh convallis non felis leo velit pellentesque quis senectus egestas et velit purus. Bibendum neque mauris ante dis sit enim tempus quis. Quam vitae faucibus orci euismod mus fusce leo sodales.","positive",848,129,FALSE,TRUE,FALSE,FALSE,2022-07-09
57,"Lorem ipsum dolor sit amet, eget eu viverra aenean dapibus cubilia. Ante, viverra, sed. Donec tincidunt condimentum. Sed rhoncus nascetur. Placerat arcu, habitant fames donec enim porta. Facilisi pharetra sit, ut ultricies. Eros augue pharetra ornare, vel et euismod curae placerat. Luctus primis tincidunt facilisi ac eros in neque. Sed, laoreet in a arcu montes semper.","negative",371,56,FALSE,FALSE,FALSE,FALSE,2022-11-17
58,"Lorem ipsum dolor sit amet, in, iaculis faucibus tristique himenaeos per. Mauris volutpat ac efficitur nostra. Cras aliquam mi, nunc at tempor, nisl magna et accumsan, metus. Hendrerit duis, sit non in, sit, per eu cubilia dolor sapien. Nostra venenatis quis diam. Quis ac sem dolor. Nec placerat sagittis, suscipit ante nullam semper odio feugiat dapibus aliquet. Lectus ut ipsum in congue tortor nullam, egestas cubilia nibh blandit lorem odio. Primis class aliquam et nunc proin.","negative",482,76,FALSE,FALSE,FALSE,FALSE,2021-04-28
59,"Lorem ipsum dolor sit amet, fusce cras, ac eget diam ad orci. Arcu ut, in magna, vitae pretium, iaculis porttitor eu blandit. Sed sociosqu erat mauris duis, aliquet convallis vivamus in. Et laoreet sed vestibulum. Convallis sit erat vestibulum habitasse est, porttitor tempor sem mi, in vel. At interdum ut, lobortis platea massa et nisl scelerisque felis conubia. Ut sapien vitae suspendisse in eu amet neque nibh egestas sociis mauris. Tempor, fermentum magna vel nunc. In at posuere ipsum varius dignissim in fringilla vitae ante curabitur libero nec volutpat. Mollis turpis sapien purus ut dui dapibus bibendum, sed tempus quis, congue.","neutral",640,101,FALSE,FALSE,FALSE,FALSE,2022-01-08
60,"Lorem ipsum dolor sit amet, suspendisse, ante molestie vulputate, ut turpis ut amet. Risus, sem ut lectus molestie turpis. Enim nulla sed lacus eros scelerisque massa montes mauris. Pellentesque et, nunc, tempor vel sollicitudin finibus, tincidunt. Lacinia molestie pharetra litora facilisi et ante! Gravida mauris lorem at blandit ipsum nascetur aliquam vehicula ac tincidunt libero. Ut nunc, maecenas massa elit magna hendrerit magna nostra feugiat, tellus consequat. Odio tincidunt lacinia sollicitudin praesent sit odio felis ligula sed non. Per tempor curabitur augue, proin neque ex turpis quis nulla. Curabitur rutrum, risus, purus gravida. Senectus, aliquet mauris vestibulum sed sit mi. Sit cursus in mi sociosqu in et nulla.","neutral",734,108,FALSE,TRUE,FALSE,FALSE,2021-08-29
61,"Lorem ipsum dolor sit amet, iaculis cras platea lacus et purus. Molestie ex viverra mauris bibendum sem et scelerisque maecenas dui tincidunt vestibulum, in. Non sit dolor non viverra dis, praesent vitae, conubia viverra nam porta, ut. At efficitur imperdiet lorem aenean egestas, eu ultricies ornare faucibus. Neque vestibulum eros, justo sit tincidunt enim, malesuada eu et sem. Consequat est, convallis eros id. Molestie non nunc amet est porta gravida non class semper lorem sed tortor vitae. Bibendum non auctor augue elementum, amet. Erat pulvinar pharetra senectus tempor iaculis nam. Vehicula purus est ante sed diam suspendisse aliquam litora netus. Mollis non sed hendrerit non augue in sed. Ligula vestibulum sed fusce per et maecenas lectus inceptos ac odio libero eget. Cras porta magna eros convallis orci. Pulvinar et hendrerit, ac, class vel. Placerat semper ullamcorper, platea tortor egestas, lectus, vivamus maecenas.","neutral",936,142,FALSE,FALSE,FALSE,FALSE,2022-07-09
62,"Lorem ipsum dolor sit amet, nec neque vulputate praesent augue libero sit luctus mauris. Morbi tellus amet ut, erat et, quisque dolor ut. Sociosqu etiam class, non ac lobortis. Quis odio ipsum, nulla vestibulum tellus ornare justo et viverra ac et. Vitae ad, fusce, erat nisi a duis non, volutpat praesent. Sapien in praesent lectus dictumst nulla purus mauris nibh mi consequat tortor. Nam egestas dolor a fusce pulvinar lobortis vulputate. Vivamus dis habitasse nec tincidunt nec, quam. At aliquam eu id sociis, sit sed neque ut ac, mauris sed. Eros augue purus sit sagittis et, potenti.","neutral",589,97,FALSE,FALSE,FALSE,FALSE,2020-08-21
63,"Lorem ipsum dolor sit amet, id, metus est massa elementum sed ac nisi facilisis, sapien fermentum? Et non ante leo orci fermentum amet nibh dui. Ullamcorper ac tempor, eu, et natoque eget mollis cursus in. Etiam eros. Sed lectus adipiscing ante tellus bibendum. Libero curae venenatis nulla, tristique ultricies. Ornare molestie vulputate, ultrices mi dapibus tempor, sollicitudin. Vehicula faucibus risus sed enim phasellus libero, et orci. Nunc lobortis eros quis sed. Augue justo pellentesque viverra in nunc pharetra ut convallis ante a. Nulla, gravida porttitor nulla nunc bibendum vitae ante maecenas. Eget commodo morbi fringilla non vivamus eu eget magna. Cursus amet et curabitur felis erat sed, sed ultrices ex non sapien. Diam vitae maximus blandit ut, venenatis viverra. Euismod bibendum est, maximus finibus ac vitae ut. Ac ut nostra ipsum.","neutral",853,131,TRUE,FALSE,FALSE,FALSE,2022-12-02
64,"Lorem ipsum dolor sit amet, luctus commodo ut morbi dui at aptent a amet et massa. Curabitur, sed aliquam aenean at finibus dolor sagittis. Justo elit, quis facilisi sociis. Blandit a dolor, fringilla. Ipsum fermentum, diam natoque efficitur. Tempus nam tempor eros nunc sed. Ac metus ante feugiat nulla in pellentesque massa malesuada ac ipsum. Mi sed a magna metus orci nam. Diam nulla varius, proin ipsum curabitur convallis, class. Nibh sit aliquam sit euismod.","positive",465,75,FALSE,FALSE,FALSE,FALSE,2022-06-14
65,"Lorem ipsum dolor sit amet, tempor ut aliquet curabitur purus non ridiculus finibus dis ac dignissim. Sem per elit. Dictumst sapien elementum purus id nam ut ornare dictum habitant enim, platea. Faucibus lacus malesuada class. Amet quisque eleifend urna justo. Risus sagittis nec, interdum vehicula ante integer, tortor pellentesque hendrerit, ac. Tincidunt arcu fermentum molestie quis mus. Habitasse id fusce lacus velit, montes, morbi turpis vel nec. Laoreet ex sed dictumst non mauris dapibus aliquam ridiculus lorem morbi. Tortor nisi ligula gravida, eleifend amet eget, consectetur est sed dictum. Efficitur lectus faucibus quisque sem ut donec. Vel velit mi elit in sed orci velit, euismod.","neutral",697,105,FALSE,FALSE,FALSE,FALSE,2023-06-04
66,"Lorem ipsum dolor sit amet, integer suscipit tortor ligula nisl. Vitae placerat vestibulum orci eu taciti ut sed. Nec eu praesent dapibus non. Vestibulum sapien laoreet elit ullamcorper phasellus vitae sed nascetur. Taciti suscipit odio a placerat a amet auctor. Ipsum sed velit egestas laoreet turpis ac velit. Tincidunt hac sodales ligula bibendum viverra sit in. Litora in est sollicitudin justo neque.","positive",405,62,FALSE,FALSE,FALSE,FALSE,2020-07-31
